<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.12.29	14:00:00	1.22488	1.22615	1.22464	1.22559	2994	0	0
2020.12.29	15:00:00	1.22560	1.22591	1.22482	1.22534	3447	0	0
2020.12.29	16:00:00	1.22534	1.22749	1.22501	1.22674	3845	0	0
2020.12.29	17:00:00	1.22670	1.22676	1.22403	1.22440	5987	0	0
2020.12.29	18:00:00	1.22440	1.22558	1.22381	1.22519	3856	0	0
2020.12.29	19:00:00	1.22521	1.22548	1.22371	1.22417	3083	0	0
2020.12.29	20:00:00	1.22416	1.22478	1.22361	1.22460	2143	0	0
2020.12.29	21:00:00	1.22459	1.22587	1.22442	1.22512	2143	0	0
2020.12.29	22:00:00	1.22512	1.22562	1.22468	1.22502	2141	0	0
2020.12.29	23:00:00	1.22502	1.22529	1.22469	1.22482	987	0	0
2020.12.30	00:00:00	1.22471	1.22525	1.22470	1.22524	310	0	2
2020.12.30	01:00:00	1.22543	1.22591	1.22516	1.22522	1446	0	0
2020.12.30	02:00:00	1.22525	1.22777	1.22514	1.22684	3160	0	0
2020.12.30	03:00:00	1.22685	1.22950	1.22663	1.22907	4748	0	0
2020.12.30	04:00:00	1.22907	1.22923	1.22845	1.22871	2240	0	0
2020.12.30	05:00:00	1.22872	1.22889	1.22818	1.22828	1909	0	0
2020.12.30	06:00:00	1.22830	1.22896	1.22816	1.22848	1274	0	0
2020.12.30	07:00:00	1.22849	1.22906	1.22837	1.22850	1571	0	0
2020.12.30	08:00:00	1.22850	1.22866	1.22763	1.22818	1842	0	0
2020.12.30	09:00:00	1.22818	1.22854	1.22652	1.22671	2804	0	0
2020.12.30	10:00:00	1.22673	1.22701	1.22529	1.22588	3913	0	0
2020.12.30	11:00:00	1.22590	1.22720	1.22552	1.22687	3060	0	0
2020.12.30	12:00:00	1.22687	1.22848	1.22670	1.22792	2998	0	0
2020.12.30	13:00:00	1.22792	1.22803	1.22665	1.22733	2878	0	0
2020.12.30	14:00:00	1.22732	1.22935	1.22706	1.22895	3484	0	0
2020.12.30	15:00:00	1.22895	1.22912	1.22765	1.22911	3643	0	0
2020.12.30	16:00:00	1.22912	1.23099	1.22713	1.22966	6607	0	0
2020.12.30	17:00:00	1.22964	1.23057	1.22807	1.23005	6243	0	0
2020.12.30	18:00:00	1.23006	1.23022	1.22784	1.22791	4404	0	0
2020.12.30	19:00:00	1.22792	1.22889	1.22763	1.22887	2395	0	0
2020.12.30	20:00:00	1.22887	1.22914	1.22856	1.22910	1447	0	0
2020.12.30	21:00:00	1.22911	1.22928	1.22806	1.22883	1764	0	0
2020.12.30	22:00:00	1.22886	1.22950	1.22886	1.22918	1547	0	0
2020.12.30	23:00:00	1.22918	1.23012	1.22909	1.22961	1209	0	0
2020.12.31	00:00:00	1.22963	1.22997	1.22925	1.22964	523	0	2
2020.12.31	01:00:00	1.22964	1.23042	1.22962	1.22984	595	0	0
2020.12.31	02:00:00	1.22984	1.23081	1.22947	1.23063	1762	0	0
2020.12.31	03:00:00	1.23063	1.23091	1.22989	1.23067	2077	0	0
2020.12.31	04:00:00	1.23067	1.23093	1.22855	1.22897	2287	0	0
2020.12.31	05:00:00	1.22897	1.22938	1.22864	1.22911	2260	0	0
2020.12.31	06:00:00	1.22911	1.22912	1.22852	1.22866	1285	0	0
2020.12.31	07:00:00	1.22866	1.22972	1.22852	1.22897	1293	0	0
2020.12.31	08:00:00	1.22896	1.22928	1.22862	1.22916	1636	0	0
2020.12.31	09:00:00	1.22916	1.23033	1.22910	1.22965	2883	0	0
2020.12.31	10:00:00	1.22962	1.23041	1.22869	1.23010	4262	0	0
2020.12.31	11:00:00	1.23010	1.23012	1.22770	1.22793	4878	0	0
2020.12.31	12:00:00	1.22793	1.22885	1.22748	1.22798	3868	0	0
2020.12.31	13:00:00	1.22797	1.22882	1.22667	1.22750	3289	0	0
2020.12.31	14:00:00	1.22750	1.22814	1.22596	1.22718	3089	0	0
2020.12.31	15:00:00	1.22715	1.22870	1.22641	1.22842	2874	0	0
2020.12.31	16:00:00	1.22845	1.22852	1.22652	1.22694	3116	0	0
2020.12.31	17:00:00	1.22693	1.22707	1.22248	1.22388	5385	0	0
2020.12.31	18:00:00	1.22385	1.22404	1.22209	1.22300	5122	0	0
2020.12.31	19:00:00	1.22300	1.22347	1.22218	1.22253	2722	0	0
2020.12.31	20:00:00	1.22255	1.22280	1.22151	1.22168	2311	0	0
2020.12.31	22:00:00	1.22150	1.22189	1.22127	1.22154	1040	0	8
2020.12.31	23:00:00	1.22156	1.22156	1.22155	1.22155	2	0	11
2021.01.04	00:00:00	1.22395	1.22398	1.22280	1.22341	521	0	0
2021.01.04	01:00:00	1.22336	1.22528	1.22304	1.22501	3052	0	0
2021.01.04	02:00:00	1.22501	1.22501	1.22386	1.22407	3534	0	0
2021.01.04	03:00:00	1.22407	1.22557	1.22398	1.22526	3564	0	0
2021.01.04	04:00:00	1.22526	1.22585	1.22495	1.22538	3348	0	0
2021.01.04	05:00:00	1.22539	1.22578	1.22485	1.22550	2183	0	0
2021.01.04	06:00:00	1.22550	1.22552	1.22435	1.22489	1687	0	0
2021.01.04	07:00:00	1.22489	1.22591	1.22413	1.22550	2165	0	0
2021.01.04	08:00:00	1.22549	1.22577	1.22420	1.22561	2493	0	0
2021.01.04	09:00:00	1.22560	1.22689	1.22538	1.22639	3275	0	0
2021.01.04	10:00:00	1.22639	1.22861	1.22619	1.22812	4443	0	0
2021.01.04	11:00:00	1.22812	1.23004	1.22789	1.22932	3958	0	0
2021.01.04	12:00:00	1.22932	1.23001	1.22898	1.22923	3337	0	0
2021.01.04	13:00:00	1.22925	1.22994	1.22913	1.22931	3391	0	0
2021.01.04	14:00:00	1.22931	1.23060	1.22869	1.23032	4213	0	0
2021.01.04	15:00:00	1.23034	1.23049	1.22863	1.22988	5394	0	0
2021.01.04	16:00:00	1.22990	1.23098	1.22836	1.22892	7016	0	0
2021.01.04	17:00:00	1.22892	1.22908	1.22605	1.22719	6988	0	0
2021.01.04	18:00:00	1.22715	1.22775	1.22525	1.22535	6306	0	0
2021.01.04	19:00:00	1.22537	1.22613	1.22500	1.22529	5270	0	0
2021.01.04	20:00:00	1.22529	1.22568	1.22426	1.22511	3105	0	0
2021.01.04	21:00:00	1.22511	1.22526	1.22440	1.22521	2325	0	0
2021.01.04	22:00:00	1.22521	1.22524	1.22416	1.22493	2483	0	0
2021.01.04	23:00:00	1.22493	1.22525	1.22419	1.22473	1569	0	0
2021.01.05	00:00:00	1.22466	1.22518	1.22432	1.22504	402	0	0
2021.01.05	01:00:00	1.22504	1.22535	1.22472	1.22526	1568	0	0
2021.01.05	02:00:00	1.22526	1.22570	1.22472	1.22557	2166	0	0
2021.01.05	03:00:00	1.22557	1.22632	1.22550	1.22572	2120	0	0
2021.01.05	04:00:00	1.22572	1.22730	1.22569	1.22705	2018	0	0
2021.01.05	05:00:00	1.22705	1.22768	1.22675	1.22728	2135	0	0
2021.01.05	06:00:00	1.22728	1.22728	1.22661	1.22691	1532	0	0
2021.01.05	07:00:00	1.22691	1.22735	1.22673	1.22723	1992	0	0
2021.01.05	08:00:00	1.22724	1.22745	1.22667	1.22696	2154	0	0
2021.01.05	09:00:00	1.22696	1.22710	1.22551	1.22582	3798	0	0
2021.01.05	10:00:00	1.22582	1.22786	1.22581	1.22739	5257	0	0
2021.01.05	11:00:00	1.22741	1.22839	1.22685	1.22723	3581	0	0
2021.01.05	12:00:00	1.22724	1.22842	1.22716	1.22771	3226	0	0
2021.01.05	13:00:00	1.22772	1.22906	1.22766	1.22829	3029	0	0
2021.01.05	14:00:00	1.22829	1.22846	1.22660	1.22727	4366	0	0
2021.01.05	15:00:00	1.22727	1.22760	1.22605	1.22626	4836	0	0
2021.01.05	16:00:00	1.22626	1.22786	1.22592	1.22642	5265	0	0
2021.01.05	17:00:00	1.22643	1.22824	1.22540	1.22754	7335	0	0
2021.01.05	18:00:00	1.22754	1.22963	1.22731	1.22944	5809	0	0
2021.01.05	19:00:00	1.22944	1.23051	1.22927	1.22994	4665	0	0
2021.01.05	20:00:00	1.22991	1.23047	1.22925	1.22932	2708	0	0
2021.01.05	21:00:00	1.22932	1.23038	1.22896	1.23033	2382	0	0
2021.01.05	22:00:00	1.23033	1.23056	1.22927	1.22936	2055	0	0
2021.01.05	23:00:00	1.22936	1.22991	1.22895	1.22965	981	0	0
2021.01.06	00:00:00	1.22968	1.23018	1.22915	1.22964	473	0	0
2021.01.06	01:00:00	1.22963	1.23016	1.22945	1.22988	1780	0	0
2021.01.06	02:00:00	1.22985	1.23261	1.22919	1.23091	4443	0	0
2021.01.06	03:00:00	1.23091	1.23154	1.22811	1.22892	8762	0	0
2021.01.06	04:00:00	1.22893	1.22938	1.22768	1.22789	4835	0	0
2021.01.06	05:00:00	1.22788	1.22950	1.22757	1.22859	4294	0	0
2021.01.06	06:00:00	1.22857	1.23065	1.22836	1.22918	4626	0	0
2021.01.06	07:00:00	1.22918	1.23059	1.22916	1.22967	2593	0	0
2021.01.06	08:00:00	1.22966	1.23215	1.22965	1.23166	2950	0	0
2021.01.06	09:00:00	1.23166	1.23455	1.23124	1.23395	6738	0	0
2021.01.06	10:00:00	1.23396	1.23405	1.23222	1.23247	6416	0	0
2021.01.06	11:00:00	1.23247	1.23388	1.23208	1.23382	5476	0	0
2021.01.06	12:00:00	1.23383	1.23442	1.23330	1.23381	4389	0	0
2021.01.06	13:00:00	1.23382	1.23491	1.23336	1.23376	4587	0	0
2021.01.06	14:00:00	1.23375	1.23494	1.23299	1.23403	4950	0	0
2021.01.06	15:00:00	1.23402	1.23448	1.23166	1.23196	6313	0	0
2021.01.06	16:00:00	1.23195	1.23206	1.22924	1.23095	9353	0	0
2021.01.06	17:00:00	1.23093	1.23179	1.22754	1.22824	7512	0	0
2021.01.06	18:00:00	1.22822	1.22925	1.22657	1.22898	6503	0	0
2021.01.06	19:00:00	1.22898	1.23044	1.22855	1.22990	3338	0	0
2021.01.06	20:00:00	1.22990	1.23174	1.22964	1.23089	3041	0	0
2021.01.06	21:00:00	1.23094	1.23160	1.22976	1.23070	6042	0	0
2021.01.06	22:00:00	1.23070	1.23399	1.23068	1.23239	6541	0	0
2021.01.06	23:00:00	1.23239	1.23312	1.23218	1.23252	2304	0	0
2021.01.07	00:00:00	1.23256	1.23310	1.23228	1.23276	588	0	2
2021.01.07	01:00:00	1.23276	1.23401	1.23262	1.23382	1818	0	0
2021.01.07	02:00:00	1.23382	1.23441	1.23300	1.23327	2946	0	0
2021.01.07	03:00:00	1.23328	1.23374	1.23284	1.23306	2909	0	0
2021.01.07	04:00:00	1.23308	1.23327	1.23189	1.23245	3299	0	0
2021.01.07	05:00:00	1.23245	1.23286	1.23236	1.23276	1770	0	0
2021.01.07	06:00:00	1.23276	1.23316	1.23241	1.23246	1558	0	0
2021.01.07	07:00:00	1.23247	1.23254	1.23107	1.23125	2131	0	0
2021.01.07	08:00:00	1.23125	1.23248	1.23072	1.23204	2334	0	0
2021.01.07	09:00:00	1.23204	1.23256	1.23081	1.23114	3892	0	0
2021.01.07	10:00:00	1.23113	1.23171	1.22929	1.22944	6344	0	0
2021.01.07	11:00:00	1.22944	1.22957	1.22642	1.22690	6132	0	0
2021.01.07	12:00:00	1.22688	1.22744	1.22452	1.22497	5326	0	0
2021.01.07	13:00:00	1.22497	1.22664	1.22480	1.22569	3686	0	0
2021.01.07	14:00:00	1.22569	1.22734	1.22510	1.22674	3847	0	0
2021.01.07	15:00:00	1.22674	1.22785	1.22619	1.22686	4875	0	0
2021.01.07	16:00:00	1.22687	1.22826	1.22534	1.22592	7795	0	0
2021.01.07	17:00:00	1.22592	1.22676	1.22464	1.22593	7815	0	0
2021.01.07	18:00:00	1.22592	1.22773	1.22589	1.22639	4597	0	0
2021.01.07	19:00:00	1.22639	1.22714	1.22547	1.22655	3101	0	0
2021.01.07	20:00:00	1.22657	1.22790	1.22628	1.22742	2558	0	0
2021.01.07	21:00:00	1.22742	1.22756	1.22640	1.22677	2085	0	0
2021.01.07	22:00:00	1.22675	1.22720	1.22632	1.22657	1720	0	0
2021.01.07	23:00:00	1.22657	1.22768	1.22629	1.22710	1623	0	0
2021.01.08	00:00:00	1.22713	1.22731	1.22619	1.22642	669	0	0
2021.01.08	01:00:00	1.22644	1.22719	1.22644	1.22691	1615	0	0
2021.01.08	02:00:00	1.22691	1.22724	1.22566	1.22577	3099	0	0
2021.01.08	03:00:00	1.22578	1.22600	1.22349	1.22479	4871	0	0
2021.01.08	04:00:00	1.22479	1.22604	1.22455	1.22598	3019	0	0
2021.01.08	05:00:00	1.22598	1.22648	1.22587	1.22619	2042	0	0
2021.01.08	06:00:00	1.22618	1.22632	1.22561	1.22630	1754	0	0
2021.01.08	07:00:00	1.22630	1.22681	1.22569	1.22578	2344	0	0
2021.01.08	08:00:00	1.22578	1.22682	1.22575	1.22634	2042	0	0
2021.01.08	09:00:00	1.22634	1.22691	1.22326	1.22390	4460	0	0
2021.01.08	10:00:00	1.22392	1.22392	1.22133	1.22237	7015	0	0
2021.01.08	11:00:00	1.22237	1.22408	1.22176	1.22400	4719	0	0
2021.01.08	12:00:00	1.22400	1.22448	1.22361	1.22394	3141	0	0
2021.01.08	13:00:00	1.22395	1.22537	1.22326	1.22504	3087	0	0
2021.01.08	14:00:00	1.22505	1.22527	1.22455	1.22486	3655	0	0
2021.01.08	15:00:00	1.22486	1.22845	1.22342	1.22715	8421	0	0
2021.01.08	16:00:00	1.22711	1.22835	1.22434	1.22502	8569	0	0
2021.01.08	17:00:00	1.22502	1.22579	1.22222	1.22551	8234	0	0
2021.01.08	18:00:00	1.22553	1.22634	1.22367	1.22515	8768	0	0
2021.01.08	19:00:00	1.22516	1.22531	1.22241	1.22288	5189	0	0
2021.01.08	20:00:00	1.22288	1.22288	1.21932	1.21949	5253	0	0
2021.01.08	21:00:00	1.21949	1.22175	1.21949	1.22146	3903	0	0
2021.01.08	22:00:00	1.22146	1.22264	1.22116	1.22262	2894	0	0
2021.01.08	23:00:00	1.22264	1.22271	1.22166	1.22218	1375	0	0
2021.01.11	00:00:00	1.22116	1.22285	1.22113	1.22167	426	0	3
2021.01.11	01:00:00	1.22174	1.22183	1.21821	1.21870	3861	0	0
2021.01.11	02:00:00	1.21870	1.21961	1.21813	1.21888	3287	0	0
2021.01.11	03:00:00	1.21887	1.21908	1.21712	1.21778	3733	0	0
2021.01.11	04:00:00	1.21778	1.21802	1.21669	1.21801	2715	0	0
2021.01.11	05:00:00	1.21803	1.21804	1.21708	1.21732	2323	0	0
2021.01.11	06:00:00	1.21732	1.21770	1.21666	1.21738	1875	0	0
2021.01.11	07:00:00	1.21739	1.21821	1.21700	1.21818	2280	0	0
2021.01.11	08:00:00	1.21818	1.21905	1.21772	1.21899	2627	0	0
2021.01.11	09:00:00	1.21898	1.21934	1.21766	1.21785	3992	0	0
2021.01.11	10:00:00	1.21784	1.21996	1.21783	1.21902	5127	0	0
2021.01.11	11:00:00	1.21902	1.21940	1.21602	1.21609	4301	0	0
2021.01.11	12:00:00	1.21607	1.21674	1.21545	1.21673	3706	0	0
2021.01.11	13:00:00	1.21673	1.21689	1.21583	1.21664	3073	0	0
2021.01.11	14:00:00	1.21664	1.21719	1.21553	1.21656	3716	0	0
2021.01.11	15:00:00	1.21656	1.21680	1.21394	1.21446	5083	0	0
2021.01.11	16:00:00	1.21446	1.21579	1.21338	1.21375	7496	0	0
2021.01.11	17:00:00	1.21375	1.21559	1.21323	1.21504	5965	0	0
2021.01.11	18:00:00	1.21504	1.21716	1.21473	1.21687	4811	0	0
2021.01.11	19:00:00	1.21686	1.21743	1.21656	1.21670	2694	0	0
2021.01.11	20:00:00	1.21670	1.21716	1.21633	1.21655	1782	0	0
2021.01.11	21:00:00	1.21655	1.21693	1.21612	1.21624	1709	0	0
2021.01.11	22:00:00	1.21624	1.21652	1.21529	1.21534	2002	0	0
2021.01.11	23:00:00	1.21537	1.21579	1.21487	1.21497	997	0	0
2021.01.12	00:00:00	1.21498	1.21565	1.21489	1.21515	428	0	2
2021.01.12	01:00:00	1.21531	1.21613	1.21512	1.21606	1665	0	0
2021.01.12	02:00:00	1.21606	1.21620	1.21511	1.21593	1976	0	0
2021.01.12	03:00:00	1.21594	1.21620	1.21404	1.21491	3101	0	0
2021.01.12	04:00:00	1.21491	1.21494	1.21413	1.21440	2108	0	0
2021.01.12	05:00:00	1.21443	1.21500	1.21424	1.21484	1372	0	0
2021.01.12	06:00:00	1.21483	1.21484	1.21387	1.21428	1392	0	0
2021.01.12	07:00:00	1.21427	1.21551	1.21399	1.21533	1486	0	0
2021.01.12	08:00:00	1.21533	1.21614	1.21488	1.21609	1916	0	0
2021.01.12	09:00:00	1.21608	1.21754	1.21555	1.21635	3457	0	0
2021.01.12	10:00:00	1.21635	1.21672	1.21507	1.21519	3953	0	0
2021.01.12	11:00:00	1.21519	1.21791	1.21504	1.21619	5018	0	0
2021.01.12	12:00:00	1.21619	1.21669	1.21443	1.21453	3352	0	0
2021.01.12	13:00:00	1.21455	1.21583	1.21408	1.21515	2830	0	0
2021.01.12	14:00:00	1.21516	1.21598	1.21493	1.21553	3702	0	0
2021.01.12	15:00:00	1.21553	1.21647	1.21403	1.21462	4337	0	0
2021.01.12	16:00:00	1.21463	1.21589	1.21372	1.21513	5967	0	0
2021.01.12	17:00:00	1.21512	1.21661	1.21491	1.21559	5122	0	0
2021.01.12	18:00:00	1.21558	1.21684	1.21548	1.21682	3919	0	0
2021.01.12	19:00:00	1.21682	1.21776	1.21625	1.21744	3336	0	0
2021.01.12	20:00:00	1.21744	1.21930	1.21721	1.21872	3023	0	0
2021.01.12	21:00:00	1.21872	1.22069	1.21866	1.21995	3202	0	0
2021.01.12	22:00:00	1.21997	1.22081	1.21981	1.22056	2664	0	0
2021.01.12	23:00:00	1.22056	1.22097	1.22022	1.22062	1302	0	0
2021.01.13	00:00:00	1.22064	1.22079	1.22008	1.22050	1547	0	3
2021.01.13	01:00:00	1.22050	1.22091	1.22019	1.22086	1770	0	0
2021.01.13	02:00:00	1.22086	1.22160	1.22075	1.22078	2121	0	0
2021.01.13	03:00:00	1.22078	1.22181	1.22049	1.22173	2248	0	0
2021.01.13	04:00:00	1.22173	1.22191	1.22119	1.22127	1366	0	0
2021.01.13	05:00:00	1.22126	1.22200	1.22125	1.22157	1326	0	0
2021.01.13	06:00:00	1.22157	1.22157	1.22086	1.22086	1407	0	0
2021.01.13	07:00:00	1.22087	1.22141	1.22073	1.22090	1619	0	0
2021.01.13	08:00:00	1.22090	1.22172	1.22080	1.22140	1692	0	0
2021.01.13	09:00:00	1.22141	1.22229	1.22027	1.22031	2891	0	0
2021.01.13	10:00:00	1.22031	1.22078	1.21857	1.21912	4507	0	0
2021.01.13	11:00:00	1.21912	1.21927	1.21823	1.21895	3868	0	0
2021.01.13	12:00:00	1.21895	1.21920	1.21728	1.21776	3946	0	0
2021.01.13	13:00:00	1.21777	1.21789	1.21608	1.21629	3384	0	0
2021.01.13	14:00:00	1.21630	1.21759	1.21627	1.21729	3424	0	0
2021.01.13	15:00:00	1.21729	1.21786	1.21546	1.21613	4878	0	0
2021.01.13	16:00:00	1.21613	1.21749	1.21537	1.21639	6076	0	0
2021.01.13	17:00:00	1.21640	1.21806	1.21573	1.21593	5937	0	0
2021.01.13	18:00:00	1.21595	1.21656	1.21519	1.21578	4159	0	0
2021.01.13	19:00:00	1.21579	1.21696	1.21399	1.21653	4140	0	0
2021.01.13	20:00:00	1.21653	1.21747	1.21606	1.21614	2708	0	0
2021.01.13	21:00:00	1.21613	1.21630	1.21528	1.21540	2013	0	0
2021.01.13	22:00:00	1.21540	1.21581	1.21486	1.21545	1811	0	0
2021.01.13	23:00:00	1.21545	1.21585	1.21536	1.21568	1409	0	0
2021.01.14	00:00:00	1.21568	1.21638	1.21495	1.21563	923	0	3
2021.01.14	01:00:00	1.21563	1.21639	1.21550	1.21620	824	0	0
2021.01.14	02:00:00	1.21620	1.21711	1.21601	1.21645	2381	0	0
2021.01.14	03:00:00	1.21644	1.21720	1.21638	1.21660	2319	0	0
2021.01.14	04:00:00	1.21661	1.21691	1.21358	1.21524	4681	0	0
2021.01.14	05:00:00	1.21523	1.21542	1.21389	1.21454	3123	0	0
2021.01.14	06:00:00	1.21454	1.21505	1.21432	1.21497	1929	0	0
2021.01.14	07:00:00	1.21496	1.21553	1.21452	1.21552	2823	0	0
2021.01.14	08:00:00	1.21552	1.21552	1.21496	1.21498	2020	0	0
2021.01.14	09:00:00	1.21498	1.21506	1.21362	1.21431	3614	0	0
2021.01.14	10:00:00	1.21431	1.21626	1.21410	1.21584	4774	0	0
2021.01.14	11:00:00	1.21584	1.21675	1.21493	1.21663	3721	0	0
2021.01.14	12:00:00	1.21662	1.21672	1.21567	1.21655	2757	0	0
2021.01.14	13:00:00	1.21655	1.21661	1.21483	1.21516	3133	0	0
2021.01.14	14:00:00	1.21516	1.21558	1.21247	1.21296	3819	0	0
2021.01.14	15:00:00	1.21297	1.21323	1.21112	1.21198	7007	0	0
2021.01.14	16:00:00	1.21198	1.21286	1.21139	1.21172	5887	0	0
2021.01.14	17:00:00	1.21171	1.21391	1.21120	1.21354	5380	0	0
2021.01.14	18:00:00	1.21355	1.21585	1.21323	1.21544	4537	0	0
2021.01.14	19:00:00	1.21544	1.21784	1.21494	1.21657	4173	0	0
2021.01.14	20:00:00	1.21657	1.21775	1.21501	1.21508	5399	0	0
2021.01.14	21:00:00	1.21508	1.21578	1.21468	1.21550	2847	0	0
2021.01.14	22:00:00	1.21550	1.21652	1.21547	1.21639	2570	0	0
2021.01.14	23:00:00	1.21639	1.21644	1.21517	1.21540	1361	0	0
2021.01.15	00:00:00	1.21537	1.21557	1.21508	1.21514	944	0	2
2021.01.15	01:00:00	1.21520	1.21559	1.21501	1.21506	1414	0	0
2021.01.15	02:00:00	1.21504	1.21625	1.21503	1.21544	2327	0	0
2021.01.15	03:00:00	1.21544	1.21574	1.21485	1.21509	2234	0	0
2021.01.15	04:00:00	1.21511	1.21516	1.21433	1.21516	1518	0	0
2021.01.15	05:00:00	1.21515	1.21546	1.21492	1.21493	1450	0	0
2021.01.15	06:00:00	1.21493	1.21509	1.21433	1.21469	1779	0	0
2021.01.15	07:00:00	1.21468	1.21469	1.21354	1.21399	2378	0	0
2021.01.15	08:00:00	1.21399	1.21442	1.21339	1.21375	2116	0	0
2021.01.15	09:00:00	1.21375	1.21467	1.21346	1.21351	3398	0	0
2021.01.15	10:00:00	1.21350	1.21414	1.21178	1.21311	4734	0	0
2021.01.15	11:00:00	1.21308	1.21416	1.21279	1.21391	3169	0	0
2021.01.15	12:00:00	1.21390	1.21444	1.21268	1.21318	3136	0	0
2021.01.15	13:00:00	1.21318	1.21371	1.21222	1.21234	3357	0	0
2021.01.15	14:00:00	1.21234	1.21252	1.21154	1.21217	3993	0	0
2021.01.15	15:00:00	1.21212	1.21329	1.21140	1.21161	4478	0	0
2021.01.15	16:00:00	1.21160	1.21177	1.20939	1.20974	6338	0	0
2021.01.15	17:00:00	1.20973	1.21022	1.20817	1.20933	7139	0	0
2021.01.15	18:00:00	1.20933	1.21003	1.20874	1.20976	4863	0	0
2021.01.15	19:00:00	1.20978	1.21003	1.20882	1.20938	3216	0	0
2021.01.15	20:00:00	1.20938	1.20938	1.20776	1.20807	2805	0	0
2021.01.15	21:00:00	1.20807	1.20850	1.20768	1.20768	1863	0	0
2021.01.15	22:00:00	1.20768	1.20817	1.20766	1.20782	1529	0	0
2021.01.15	23:00:00	1.20782	1.20801	1.20750	1.20766	1194	0	0
2021.01.18	00:00:00	1.20813	1.20847	1.20745	1.20771	368	0	10
2021.01.18	01:00:00	1.20771	1.20864	1.20661	1.20663	2703	0	0
2021.01.18	02:00:00	1.20664	1.20780	1.20649	1.20756	2939	0	0
2021.01.18	03:00:00	1.20758	1.20812	1.20707	1.20789	2974	0	0
2021.01.18	04:00:00	1.20789	1.20848	1.20754	1.20828	2562	0	0
2021.01.18	05:00:00	1.20828	1.20829	1.20702	1.20741	1981	0	0
2021.01.18	06:00:00	1.20742	1.20746	1.20655	1.20698	1574	0	0
2021.01.18	07:00:00	1.20699	1.20775	1.20656	1.20775	1693	0	0
2021.01.18	08:00:00	1.20775	1.20817	1.20735	1.20807	1227	0	0
2021.01.18	09:00:00	1.20806	1.20867	1.20675	1.20677	3045	0	0
2021.01.18	10:00:00	1.20675	1.20798	1.20671	1.20694	3848	0	0
2021.01.18	11:00:00	1.20695	1.20754	1.20592	1.20622	3661	0	0
2021.01.18	12:00:00	1.20622	1.20698	1.20562	1.20672	2629	0	0
2021.01.18	13:00:00	1.20671	1.20756	1.20624	1.20653	3137	0	0
2021.01.18	14:00:00	1.20654	1.20670	1.20536	1.20562	2531	0	0
2021.01.18	15:00:00	1.20560	1.20694	1.20548	1.20659	2400	0	0
2021.01.18	16:00:00	1.20660	1.20731	1.20629	1.20717	2664	0	0
2021.01.18	17:00:00	1.20718	1.20767	1.20682	1.20747	2353	0	0
2021.01.18	18:00:00	1.20747	1.20807	1.20737	1.20766	1695	0	0
2021.01.18	19:00:00	1.20767	1.20767	1.20709	1.20749	1400	0	0
2021.01.18	20:00:00	1.20749	1.20779	1.20719	1.20739	925	0	0
2021.01.18	21:00:00	1.20739	1.20820	1.20738	1.20789	1760	0	0
2021.01.18	22:00:00	1.20789	1.20805	1.20763	1.20763	721	0	1
2021.01.18	23:00:00	1.20764	1.20799	1.20748	1.20757	1175	0	1
2021.01.19	00:00:00	1.20768	1.20785	1.20745	1.20763	341	0	1
2021.01.19	01:00:00	1.20769	1.20780	1.20739	1.20777	612	0	0
2021.01.19	02:00:00	1.20777	1.20928	1.20774	1.20864	2096	0	0
2021.01.19	03:00:00	1.20863	1.20968	1.20861	1.20932	3158	0	0
2021.01.19	04:00:00	1.20933	1.20978	1.20906	1.20944	2010	0	0
2021.01.19	05:00:00	1.20945	1.20985	1.20922	1.20969	1815	0	0
2021.01.19	06:00:00	1.20970	1.20973	1.20938	1.20953	850	0	0
2021.01.19	07:00:00	1.20953	1.20971	1.20909	1.20969	1161	0	0
2021.01.19	08:00:00	1.20969	1.20979	1.20925	1.20979	1428	0	0
2021.01.19	09:00:00	1.20977	1.21079	1.20854	1.21042	3409	0	0
2021.01.19	10:00:00	1.21042	1.21189	1.21033	1.21094	4826	0	0
2021.01.19	11:00:00	1.21095	1.21227	1.21028	1.21183	3717	0	0
2021.01.19	12:00:00	1.21184	1.21343	1.21183	1.21283	3867	0	0
2021.01.19	13:00:00	1.21283	1.21374	1.21271	1.21272	2717	0	0
2021.01.19	14:00:00	1.21272	1.21334	1.21242	1.21259	3077	0	0
2021.01.19	15:00:00	1.21262	1.21412	1.21232	1.21359	3651	0	0
2021.01.19	16:00:00	1.21356	1.21449	1.21223	1.21263	4612	0	0
2021.01.19	17:00:00	1.21263	1.21351	1.21188	1.21282	5140	0	0
2021.01.19	18:00:00	1.21282	1.21341	1.21158	1.21248	3529	0	0
2021.01.19	19:00:00	1.21248	1.21264	1.21169	1.21212	2064	0	0
2021.01.19	20:00:00	1.21212	1.21249	1.21188	1.21217	1489	0	0
2021.01.19	21:00:00	1.21217	1.21298	1.21197	1.21253	1512	0	0
2021.01.19	22:00:00	1.21253	1.21280	1.21232	1.21269	1273	0	0
2021.01.19	23:00:00	1.21270	1.21298	1.21247	1.21284	948	0	0
2021.01.20	00:00:00	1.21281	1.21285	1.21227	1.21279	476	0	3
2021.01.20	01:00:00	1.21281	1.21398	1.21266	1.21394	1537	0	0
2021.01.20	02:00:00	1.21393	1.21465	1.21270	1.21422	3268	0	0
2021.01.20	03:00:00	1.21421	1.21448	1.21353	1.21410	2349	0	0
